Unnamed: 0,ra,dec,candidate_id,flux,fluxerr,magzp,filter,meanmjd,rb,rbcut,model,objectdata_id_1,tag,num_rb_obs
336134,149.87277589479,3.18375502996458,DC21fyx,5300.76075985572,114.828835746511,28.9280001694139,g,60034.1111080322,1.0,0.3,rknop_20211105_19.h5,2612270,default,185
336337,149.87277589479,3.18375502996458,DC21fyx,5986.96563685869,118.776915169276,28.9256688356152,g,60034.1238290822,1.0,0.3,rknop_20211105_19.h5,2618810,default,185
336665,149.87277589479,3.18375502996458,DC21fyx,34340.5025093551,711.489724906078,29.5681420491842,i,60037.1078357748,1.0,0.3,rknop_20211105_19.h5,2629304,default,185
336888,149.87277589479,3.18375502996458,DC21fyx,25682.3886802607,547.726158427354,29.6730466884028,i,60037.1301490848,1.0,0.3,rknop_20211105_19.h5,2635841,default,185
336958,149.87277589479,3.18375502996458,DC21fyx,24861.6307637623,568.449486004244,29.710113238154,i,60037.1394240048,1.0,0.3,rknop_20211105_19.h5,2638747,default,185
340333,149.87277589479,3.18375502996458,DC21fyx,5855.65622692697,149.276929148368,29.5735635433309,r,60062.0511227652,1.0,0.3,rknop_20211105_19.h5,2783144,default,185
340354,149.87277589479,3.18375502996458,DC21fyx,5514.21091576161,92.3779007918562,28.961517127259,g,60062.0583786622,0.739436,0.3,rknop_20211105_19.h5,2784048,default,185
340377,149.87277589479,3.18375502996458,DC21fyx,5500.90358183518,94.7260590291528,28.9662359003248,g,60062.0499437522,1.0,0.3,rknop_20211105_19.h5,2784714,default,185
340438,149.87277589479,3.18375502996458,DC21fyx,21552.5536937978,230.612916941598,29.9797959377969,i,60062.0611576048,1.0,0.3,rknop_20211105_19.h5,2786243,default,185
340633,149.87277589479,3.18375502996458,DC21fyx,19921.5491035442,222.424290506869,30.0008185422635,i,60062.0695585448,1.0,0.3,rknop_20211105_19.h5,2791694,default,185
340726,149.87277589479,3.18375502996458,DC21fyx,20451.3108064589,213.8478847305,30.0119171701247,i,60062.0779678048,0.996533,0.3,rknop_20211105_19.h5,2793882,default,185
342760,149.87277589479,3.18375502996458,DC21fyx,20776.718395978,242.562997438857,29.9727932435244,i,60062.0527211748,0.999999,0.3,rknop_20211105_19.h5,2787306,default,185
342867,149.87277589479,3.18375502996458,DC21fyx,4965.36430778974,137.35860962072,29.5540611460397,r,60062.0679700952,0.336887,0.3,rknop_20211105_19.h5,2790450,default,185
364132,149.87277589479,3.18375502996458,DC21fyx,1396.36779204121,84.7292709118341,29.0236962699292,g,60370.2033361722,1.0,0.3,rknop_20211105_19.h5,3267289,default,185
368176,149.87277589479,3.18375502996458,DC21fyx,16524.3130640929,203.745677800345,29.98374684869,i,59329.0473584648,0.992837,0.3,rknop_20211105_19.h5,294594,default,185
368237,149.87277589479,3.18375502996458,DC21fyx,4025.38295177138,129.364972521054,28.9127658218817,g,59329.1249104522,1.0,0.3,rknop_20211105_19.h5,301448,default,185
368265,149.87277589479,3.18375502996458,DC21fyx,4682.93047271001,142.634201511084,28.922616797397,g,59329.1375593922,1.0,0.3,rknop_20211105_19.h5,305266,default,185
368343,149.87277589479,3.18375502996458,DC21fyx,16924.928611723,273.387752985416,29.9795697084505,i,59331.0597123448,1.0,0.3,rknop_20211105_19.h5,318224,default,185
